sell_price,bedrooms_num,bathrooms_num,house_area,park_area,floors,score,structure_area,basement_area,bulid_year,fix_year,latitude,longitude,sell_year,sell_month,sell_day,house_old,fix_old
230000,3,1.5,1900,9630,1.0,8,1900,0,1967,0,47.3352,-122.344,2015,2,20,48,0
315000,2,1.0,770,6731,1.0,6,770,0,1943,0,47.7505,-122.31200000000001,2015,5,1,72,0
386500,4,2.5,3110,5048,2.0,8,3110,0,2002,0,47.3782,-122.125,2015,4,7,13,0
392000,4,2.75,1940,6555,2.0,8,1940,0,1990,0,47.3701,-122.041,2014,6,10,24,0
290000,3,2.25,1880,7488,2.0,8,1880,0,1980,0,47.3631,-122.277,2015,2,24,35,0
733000,3,1.75,1740,3060,1.0,8,950,790,1930,2014,47.6816,-122.31,2014,8,15,84,0
246950,3,3.0,1670,4440,1.0,7,1670,0,2014,0,47.1948,-121.975,2014,6,27,0,0
442500,4,2.25,1840,7575,1.0,7,1390,450,1973,0,47.7328,-122.198,2014,11,25,41,0
183000,3,1.5,1280,4366,2.0,6,1280,0,1985,0,47.335,-122.215,2014,7,31,29,0
295000,3,1.5,720,7450,1.0,5,720,0,1924,0,47.583999999999996,-122.375,2014,11,7,90,0
405000,4,2.75,2360,7716,1.0,7,1390,970,1978,0,47.7301,-122.223,2014,11,25,36,0
290000,3,1.0,1470,8200,1.0,7,1040,430,1953,0,47.7347,-122.302,2014,11,19,61,0
263900,3,2.5,1658,2700,2.0,8,1658,0,2014,0,47.3667,-122.307,2014,5,27,0,0
566950,3,3.0,1730,1902,3.0,8,1730,0,2014,0,47.6944,-122.37700000000001,2014,9,10,0,0
366000,2,1.0,1210,3090,1.0,6,860,350,1926,0,47.5532,-122.277,2014,9,18,88,0
625000,3,1.75,1660,4800,2.0,7,1660,0,1906,2014,47.6296,-122.30799999999999,2014,10,1,108,0
350000,4,2.25,2300,4600,1.5,7,1340,960,1904,0,47.5895,-122.311,2014,6,12,110,0
169000,3,1.5,1470,18459,2.0,6,1470,0,1916,0,47.3302,-122.36,2014,8,19,98,0
2250000,4,3.5,4440,8125,2.0,10,3140,1300,1922,0,47.5744,-122.28299999999999,2014,10,29,92,0
259000,3,2.5,2740,7980,2.0,7,2740,0,1964,0,47.473,-122.3,2015,2,26,51,0
2225000,3,3.0,3450,16740,1.0,9,1960,1490,1949,1993,47.7067,-122.38,2015,1,27,66,22
893880,6,2.5,2820,8600,1.0,8,1430,1390,1967,0,47.565,-122.14399999999999,2015,4,13,48,0
841000,4,2.5,3080,13870,2.0,9,3080,0,1981,0,47.6197,-122.149,2015,2,19,34,0
560000,3,2.5,2780,32880,1.0,9,2780,0,1993,0,47.4798,-121.727,2014,9,12,21,0
232000,2,1.0,1200,8063,1.0,6,1200,0,1958,0,47.4204,-122.324,2014,5,5,56,0
215000,4,2.0,1540,7575,1.0,7,1040,500,1978,0,47.3664,-122.279,2014,7,21,36,0
429300,6,2.25,2930,15949,1.0,8,1730,1200,1965,0,47.7188,-122.185,2014,8,6,49,0
719950,5,2.75,3240,6863,2.0,10,3240,0,2013,0,47.5033,-122.193,2014,6,11,1,0
512000,4,2.5,2600,4506,2.0,9,2600,0,2005,0,47.5146,-122.18799999999999,2014,7,29,9,0
500000,3,2.5,1670,2575,2.0,8,1670,0,2000,0,47.531000000000006,-122.04700000000001,2015,3,19,15,0
545000,4,1.75,2040,53578,1.0,7,1160,880,1959,0,47.3844,-122.0,2015,2,24,56,0
585000,6,3.0,3870,43787,2.0,8,2700,1170,1976,0,47.7642,-122.098,2015,1,20,39,0
226550,3,1.0,990,4440,1.0,6,990,0,1943,0,47.522,-122.354,2014,7,9,71,0
475000,3,1.5,1750,12632,1.0,7,1750,0,1952,0,47.6736,-122.176,2014,8,20,62,0
960000,5,2.75,3040,10257,2.0,10,3040,0,1993,0,47.5531,-122.119,2014,6,3,21,0
180000,3,1.0,1280,4875,1.0,6,1280,0,1969,0,47.3686,-122.081,2014,9,25,45,0
256000,3,2.5,1570,5113,1.0,7,1090,480,1996,0,47.3327,-122.29,2015,1,2,19,0
430000,3,1.5,1450,7316,1.0,7,1450,0,1961,0,47.7725,-122.34899999999999,2015,3,17,54,0
1165000,3,3.0,3790,5001,2.0,10,2810,980,1989,0,47.6035,-122.285,2014,6,30,25,0
467000,3,2.5,1425,1179,3.0,8,1425,0,2008,0,47.6963,-122.318,2015,4,7,7,0
2150000,4,5.5,5060,10320,2.0,11,5060,0,2008,0,47.6245,-122.21,2014,5,22,6,0
558000,4,2.0,2180,3870,1.0,7,1020,1160,1900,0,47.6089,-122.303,2014,6,10,114,0
674000,5,1.75,2110,5000,1.5,7,1250,860,1946,0,47.6745,-122.287,2015,3,3,69,0
310000,4,1.0,1030,5750,1.0,7,1030,0,1971,0,47.553000000000004,-122.37,2014,9,16,43,0
729999,2,2.25,1630,1686,2.0,10,1330,300,2014,0,47.6113,-122.314,2014,11,13,0,0
310000,3,1.75,1420,7650,1.0,7,1100,320,1984,0,47.4892,-122.182,2014,6,10,30,0
530000,2,1.5,1580,3680,1.0,8,1280,300,1941,0,47.5762,-122.37700000000001,2014,6,24,73,0
407000,4,2.5,2927,6000,2.0,7,2927,0,2011,0,47.3737,-122.16,2014,8,13,3,0
453000,3,1.0,1210,9473,1.0,7,1210,0,1955,0,47.5637,-122.139,2014,9,15,59,0
324900,3,2.25,2080,9740,2.0,8,2080,0,1988,0,47.261,-122.219,2015,4,16,27,0
455000,4,3.0,2480,9238,1.0,7,2050,430,1913,0,47.4701,-122.36399999999999,2014,7,23,101,0
250000,5,1.5,2520,5753,1.5,7,1510,1010,1928,0,47.2058,-121.99700000000001,2014,6,9,86,0
200000,2,1.0,1730,9610,1.0,7,1380,350,1962,0,47.2956,-122.285,2014,6,6,52,0
493000,3,2.25,1790,11393,1.0,8,1790,0,1978,0,47.6297,-122.09899999999999,2014,11,12,36,0
612000,4,2.5,2670,5974,2.0,8,2670,0,1999,0,47.7122,-122.23100000000001,2014,11,3,15,0
468000,4,1.75,2250,8580,1.0,7,1330,920,1958,0,47.7633,-122.199,2014,7,25,56,0
2850000,4,4.0,5040,17208,1.0,10,2870,2170,1976,0,47.5701,-122.18799999999999,2015,5,1,39,0
270000,2,1.0,2060,8398,1.0,7,1260,800,1962,0,47.50899999999999,-122.324,2014,6,25,52,0
1650000,3,2.25,2750,6203,1.0,7,1620,1130,1959,0,47.6163,-122.068,2014,11,22,55,0
856600,4,2.25,2400,13430,1.0,9,2400,0,1964,0,47.5987,-122.178,2015,2,2,51,0
840000,5,3.0,2750,3800,1.5,7,1750,1000,1926,0,47.6845,-122.31299999999999,2015,1,26,89,0
525000,5,2.25,2500,8621,1.5,7,2500,0,1968,0,47.7379,-122.185,2014,7,16,46,0
500000,3,1.75,1220,7370,1.0,7,1220,0,1964,0,47.6334,-122.12,2014,10,15,50,0
425000,4,2.5,2390,5021,2.0,7,2390,0,2002,0,47.5353,-121.87899999999999,2014,8,6,12,0
425000,2,1.0,830,6030,1.0,6,830,0,1925,0,47.6994,-122.34700000000001,2014,12,17,89,0
439000,3,1.0,1530,19007,1.0,8,1290,240,1949,0,47.4508,-122.352,2015,4,1,66,0
560000,3,2.5,2180,7169,2.0,8,2180,0,1990,0,47.5714,-122.00200000000001,2015,4,21,25,0
1200000,4,2.5,3180,13118,2.0,11,3180,0,1986,0,47.5382,-122.23,2014,10,21,28,0
2475000,3,3.25,4340,4947,2.0,11,3060,1280,1993,0,47.6709,-122.406,2014,6,17,21,0
315000,3,1.0,1160,3700,1.5,7,1160,0,1909,0,47.5651,-122.359,2014,9,17,105,0
557000,3,3.5,1710,2096,2.0,8,1290,420,2008,0,47.6055,-122.305,2015,3,6,7,0
580000,5,2.5,2720,5000,1.5,7,1530,1190,1939,0,47.6827,-122.376,2014,12,2,75,0
183000,2,1.0,760,7272,1.0,7,760,0,1980,0,47.3205,-122.33,2015,3,26,35,0
495000,3,1.75,2080,3000,1.0,7,1040,1040,1925,0,47.6853,-122.35,2014,10,1,89,0
1062500,4,4.0,5320,20041,2.0,11,5320,0,2003,0,47.5852,-121.96600000000001,2014,7,14,11,0
305000,3,2.25,2110,7665,1.0,7,1360,750,1973,0,47.3082,-122.37200000000001,2014,6,17,41,0
615000,3,1.75,1920,4000,1.0,7,1070,850,1950,0,47.6392,-122.318,2014,9,15,64,0
325000,3,1.0,1410,8250,1.0,7,1410,0,1954,0,47.7621,-122.36,2014,7,31,60,0
565000,4,2.5,2520,13156,1.0,8,1520,1000,1979,0,47.6558,-122.135,2014,11,26,35,0
356500,4,1.75,1570,9670,1.0,7,1170,400,1959,0,47.7432,-122.24799999999999,2014,12,5,55,0
530000,4,2.25,1940,8270,2.0,7,1940,0,1962,0,47.7567,-122.333,2015,5,12,53,0
524950,3,1.75,1750,3250,1.5,7,1230,520,1929,0,47.6807,-122.366,2014,8,25,85,0
309000,3,2.5,1990,3614,2.0,7,1990,0,2005,0,47.36,-122.039,2014,10,17,9,0
1050000,5,2.75,2520,18625,1.0,8,1660,860,1959,0,47.6409,-122.20700000000001,2015,4,13,56,0
555500,2,1.0,920,10000,1.0,7,920,0,1981,0,47.6938,-122.21,2015,5,7,34,0
685000,3,1.5,2230,8558,2.0,8,2230,0,1960,0,47.5833,-122.219,2015,3,31,55,0
1406890,5,2.25,3580,16789,2.0,9,3580,0,1966,0,47.5364,-122.23899999999999,2014,12,5,48,0
675000,3,2.0,1010,5973,1.0,6,1010,0,1942,0,47.6652,-122.20200000000001,2014,8,20,72,0
325000,4,2.5,1960,3543,2.0,7,1960,0,2004,0,47.4849,-122.184,2014,8,12,10,0
675000,4,2.5,2940,14071,2.0,9,2940,0,1986,0,47.5627,-122.01799999999999,2014,12,19,28,0
261490,4,1.0,1640,8467,1.0,6,1220,420,1943,0,47.4894,-122.18799999999999,2014,9,29,71,0
436472,4,2.5,2692,8392,2.0,9,2692,0,2014,0,47.3519,-122.197,2014,8,11,0,0
239950,3,1.0,1140,8366,1.0,6,1140,0,1943,0,47.4768,-122.177,2014,6,17,71,0
725000,4,2.25,2880,8882,2.0,8,2480,400,1965,0,47.6999,-122.28399999999999,2014,8,8,49,0
179500,3,1.0,900,8100,1.0,6,900,0,1959,0,47.2866,-122.221,2015,1,28,56,0
1075000,3,3.0,4020,435600,1.5,10,4020,0,1999,0,47.4418,-121.73100000000001,2015,2,10,16,0
353000,3,1.75,1260,11775,1.0,6,1260,0,1942,0,47.5501,-122.296,2014,7,24,72,0
1105000,4,1.5,2740,4000,2.0,9,1930,810,1905,0,47.6343,-122.352,2014,5,13,109,0
1102030,5,2.5,3890,27311,2.0,10,3890,0,1950,1990,47.7291,-122.363,2014,11,6,64,24
645000,3,2.5,1740,13750,2.0,9,1740,0,1975,0,47.6264,-122.09200000000001,2014,5,13,39,0
820875,5,3.25,3860,9387,2.0,9,3860,0,2006,0,47.538000000000004,-121.85799999999999,2015,4,24,9,0
355500,5,2.0,2360,19899,1.0,7,2360,0,1968,0,47.3299,-122.046,2015,4,1,47,0
809000,4,1.75,1790,8372,1.0,8,1340,450,1976,0,47.6605,-122.189,2015,4,2,39,0
779000,2,2.25,2130,5920,1.0,8,1830,300,1950,0,47.6792,-122.275,2014,8,21,64,0
568450,5,3.5,3260,58806,2.0,8,3260,0,1969,0,47.3703,-122.15899999999999,2014,6,18,45,0
359999,4,2.25,3220,7700,2.0,8,3220,0,1976,0,47.3188,-122.38,2014,9,25,38,0
299000,2,1.0,710,6732,1.0,6,710,0,1942,0,47.5151,-122.37200000000001,2015,4,6,73,0
365000,5,2.5,2260,7040,2.0,8,2260,0,1999,0,47.352,-122.038,2015,4,9,16,0
625000,2,1.75,1990,4000,1.0,7,1090,900,1952,0,47.6889,-122.34200000000001,2014,7,6,62,0
500000,3,1.5,2220,8994,1.0,8,1110,1110,1962,0,47.5473,-122.17200000000001,2014,12,1,52,0
979700,5,3.0,3730,5500,1.5,7,2160,1570,1927,0,47.6507,-122.32,2014,10,29,87,0
316000,3,1.75,1120,98445,1.5,7,1120,0,1917,0,47.1853,-122.01700000000001,2014,11,3,97,0
840000,7,4.5,4290,37607,1.5,10,4290,0,1982,0,47.4812,-122.03299999999999,2014,5,30,32,0
405000,3,2.5,2460,12600,1.0,8,1810,650,1970,0,47.473,-122.118,2015,3,23,45,0
937000,3,1.75,2450,2691,2.0,8,1750,700,1915,0,47.6386,-122.36,2014,6,26,99,0
308000,2,1.0,1680,9250,1.0,7,860,820,1969,0,47.7618,-122.162,2015,4,24,46,0
258800,2,1.75,1290,1624,2.0,8,1290,0,2014,0,47.5171,-122.34700000000001,2015,4,8,1,0
270000,3,1.5,1300,7907,1.0,7,900,400,1970,0,47.3737,-122.22399999999999,2015,4,17,45,0
292000,3,1.75,1090,4500,1.5,8,1090,0,1929,0,47.5157,-122.256,2015,3,4,86,0
455000,3,1.75,1300,9600,1.0,7,1300,0,1969,0,47.6388,-122.103,2014,11,14,45,0
769000,4,2.75,3630,15405,1.0,8,1850,1780,1968,0,47.566,-122.225,2014,8,29,46,0
695000,3,2.0,2560,6800,1.0,8,1380,1180,1952,0,47.5506,-122.395,2015,4,22,63,0
226750,3,1.75,1070,6315,1.0,7,1070,0,1992,0,47.2803,-122.35600000000001,2015,4,22,23,0
861111,4,2.5,3650,7090,2.0,10,3650,0,2008,0,47.606,-122.052,2015,5,5,7,0
196000,3,1.0,1090,7400,1.0,7,1090,0,1962,0,47.2923,-122.19,2015,3,26,53,0
259000,3,1.75,1260,3604,1.0,7,1260,0,2012,0,47.3612,-122.103,2015,2,11,3,0
333800,5,3.0,1980,3868,1.0,7,1220,760,1990,0,47.5173,-122.275,2014,9,2,24,0
630000,4,2.25,2900,9680,2.0,7,1990,910,1947,0,47.7037,-122.30799999999999,2014,12,17,67,0
525000,4,2.5,2840,4750,2.0,9,2840,0,2002,0,47.4511,-122.12100000000001,2014,8,20,12,0
410000,3,1.0,1230,7020,1.0,7,1090,140,1924,0,47.5719,-122.39,2014,10,21,90,0
620000,6,3.5,3600,6875,2.0,8,2740,860,2004,0,47.5401,-121.87899999999999,2014,6,26,10,0
512031,3,1.75,1540,3000,1.0,7,770,770,1920,0,47.6769,-122.36,2014,7,2,94,0
645000,3,3.25,1730,1229,2.0,9,1320,410,2008,0,47.6374,-122.369,2014,5,29,6,0
1898000,3,2.5,2830,4334,3.0,10,2830,0,2006,0,47.6318,-122.071,2015,3,17,9,0
725000,4,2.5,3040,35201,2.0,10,3040,0,1987,0,47.4872,-122.066,2014,11,10,27,0
1444000,4,2.75,2660,9547,1.0,8,1930,730,1968,2006,47.61600000000001,-122.21799999999999,2014,12,1,46,8
375000,3,2.0,1670,13775,1.0,8,1670,0,1968,0,47.4873,-121.78299999999999,2014,8,12,46,0
451300,3,2.5,1420,814,2.0,8,1140,280,2008,0,47.5429,-122.387,2014,7,25,6,0
384000,4,1.75,2100,7135,1.0,7,1050,1050,1955,0,47.5353,-122.34899999999999,2014,9,19,59,0
399950,3,2.5,2000,30605,2.0,8,2000,0,1989,0,47.3442,-122.06200000000001,2015,3,10,26,0
299990,2,1.0,1570,125452,1.0,7,1570,0,1953,0,47.2077,-122.016,2014,10,27,61,0
401750,2,1.5,1070,1236,2.0,8,1000,70,2005,0,47.5619,-122.382,2015,4,21,10,0
472000,4,3.25,4350,7090,2.0,8,2870,1480,1999,0,47.3747,-122.156,2014,10,24,15,0
250000,2,2.0,1130,5500,1.0,6,1130,0,1941,0,47.3839,-122.225,2015,5,13,74,0
726000,3,2.5,1890,3880,1.5,8,1460,430,1915,0,47.6642,-122.36200000000001,2015,1,27,100,0
265000,2,1.0,760,4000,1.0,6,760,0,1950,0,47.5466,-122.304,2014,10,7,64,0
237000,3,1.5,1800,9216,1.0,7,1800,0,1950,0,47.2739,-122.249,2014,8,25,64,0
530000,3,2.25,1880,100623,1.5,8,1880,0,1987,2007,47.5342,-121.883,2014,10,20,27,7
200000,4,1.0,1310,5200,1.5,6,1160,150,1945,0,47.5384,-122.37,2014,5,21,69,0
352500,4,2.0,1970,7451,1.0,8,1350,620,1962,0,47.765,-122.335,2015,3,9,53,0
657500,3,2.0,2320,10960,1.0,7,1510,810,1956,0,47.6157,-122.17399999999999,2014,7,10,58,0
475000,3,2.5,1320,1310,3.0,8,1320,0,2006,0,47.6719,-122.38,2014,8,4,8,0
349950,4,1.75,1780,5000,1.0,7,890,890,1903,0,47.5329,-122.292,2014,10,9,111,0
600000,4,2.75,2950,5803,2.0,9,2950,0,2007,0,47.7368,-122.23100000000001,2015,2,10,8,0
482000,2,1.5,1300,1229,2.0,8,1160,140,2000,0,47.6727,-122.375,2015,4,8,15,0
550000,4,2.5,2700,5150,2.0,9,2700,0,2007,0,47.5071,-122.148,2014,6,5,7,0
713000,4,3.25,2840,54400,1.0,8,2840,0,1984,0,47.6707,-122.045,2015,1,5,31,0
585000,5,3.5,3180,40946,1.0,7,1690,1490,1968,0,47.5833,-122.073,2014,12,22,46,0
585000,2,1.75,1280,7110,1.0,7,1000,280,1955,0,47.5569,-122.273,2015,4,29,60,0
259950,2,2.0,1070,649,2.0,9,720,350,2008,0,47.5213,-122.35700000000001,2015,3,19,7,0
350000,3,2.25,1860,8378,2.0,7,1860,0,1995,0,47.3875,-122.03200000000001,2015,1,21,20,0
1050000,4,2.5,3030,12590,1.5,10,3030,0,1988,0,47.5806,-122.193,2014,5,22,26,0
405000,2,1.0,910,6490,1.0,7,910,0,1942,0,47.6892,-122.306,2014,5,27,72,0
1440000,4,1.75,2410,6000,1.5,8,2410,0,1911,0,47.6369,-122.355,2014,10,14,103,0
278000,4,2.0,1480,6324,1.0,7,1480,0,1943,0,47.6147,-122.302,2014,12,12,71,0
405000,3,2.75,1310,7300,1.0,7,1310,0,1957,0,47.6016,-122.12299999999999,2014,6,24,57,0
456000,3,2.5,2130,5205,2.0,8,2130,0,2013,0,47.4832,-121.774,2014,9,9,1,0
1688000,4,2.5,3000,7500,2.0,9,3000,0,1937,1994,47.6571,-122.277,2014,6,12,77,20
765000,4,3.0,4410,5104,2.0,9,3400,1010,2006,0,47.5392,-121.861,2014,6,4,8,0
379500,3,2.25,1830,25641,2.0,8,1830,0,1989,0,47.4786,-122.11200000000001,2014,7,23,25,0
399900,4,2.5,2710,8127,2.0,8,2710,0,1994,0,47.379,-122.03200000000001,2014,7,28,20,0
739000,5,4.0,4660,9900,2.0,9,2600,2060,1979,0,47.5135,-122.2,2014,12,16,35,0
299900,3,2.25,1560,35026,1.0,7,1290,270,1985,0,47.3023,-122.069,2015,2,5,30,0
338000,3,1.5,2400,8215,1.0,7,1200,1200,1961,0,47.5001,-122.338,2014,12,18,53,0
415000,4,2.5,2020,5501,2.0,7,2020,0,2010,0,47.4937,-122.15,2014,6,18,4,0
197000,4,2.25,1790,13200,1.0,7,1220,570,1979,0,47.4672,-122.185,2015,3,11,36,0
590000,3,3.0,1740,1100,3.0,8,1740,0,2007,0,47.67,-122.391,2015,3,11,8,0
850000,5,3.5,3450,28324,1.0,8,2350,1100,1972,0,47.6991,-122.196,2014,6,18,42,0
410000,2,1.0,1480,4080,1.0,7,1050,430,1949,0,47.6842,-122.39299999999999,2014,8,18,65,0
499950,4,2.5,2910,20067,2.0,9,2910,0,2001,0,47.4714,-122.273,2015,3,19,14,0
447000,2,1.0,1320,8380,1.0,7,1320,0,1953,0,47.705,-122.367,2014,6,27,61,0
320000,3,1.0,1270,7400,1.0,7,1270,0,1956,0,47.4831,-122.191,2014,12,24,58,0
216500,3,1.0,1170,9000,1.0,6,1170,0,1918,0,47.2109,-121.98700000000001,2015,4,14,97,0
494815,3,2.5,1910,2091,2.0,8,1910,0,2014,0,47.5445,-122.01299999999999,2014,7,7,0,0
477000,3,1.75,1780,8085,1.0,7,1210,570,1976,0,47.7357,-122.197,2014,6,20,38,0
440000,2,1.0,800,4850,1.0,7,800,0,1944,0,47.6639,-122.36399999999999,2014,5,2,70,0
601500,3,1.75,1460,10128,1.0,8,1460,0,1968,2000,47.6709,-122.167,2015,2,12,47,15
350000,3,2.5,2010,14298,2.0,7,2010,0,1977,0,47.5069,-122.47200000000001,2014,5,13,37,0
419950,4,2.5,2220,6800,2.0,7,2220,0,2002,0,47.49,-122.15,2014,9,19,12,0
259500,3,2.0,1330,35060,1.0,7,1330,0,1989,0,47.3128,-122.13,2015,3,3,26,0
935000,4,3.0,3680,7105,2.0,10,2890,790,2008,0,47.6956,-122.311,2014,8,20,6,0
497000,3,2.25,1460,1353,2.0,8,1050,410,2012,0,47.5774,-122.412,2014,9,18,2,0
279000,3,1.75,1750,9623,1.0,7,1150,600,1962,0,47.3997,-122.31299999999999,2015,2,26,53,0
285000,3,1.75,1930,7200,1.5,6,1930,0,1929,0,47.5263,-121.809,2014,7,28,85,0
640000,3,3.0,2270,5175,2.0,9,2130,140,2002,0,47.516000000000005,-122.20299999999999,2014,5,7,12,0
435010,3,1.0,1270,4000,1.0,7,1120,150,1954,0,47.5293,-122.354,2015,3,12,61,0
345000,3,2.5,1380,1547,3.0,8,1380,0,2000,0,47.6908,-122.34100000000001,2015,5,6,15,0
438000,3,2.5,1650,3031,2.0,7,1650,0,2003,0,47.681999999999995,-122.03399999999999,2014,7,17,11,0
939000,4,2.75,3270,12880,2.0,9,3270,0,2014,0,47.6679,-122.17200000000001,2014,6,2,0,0
352000,5,2.5,2420,8560,1.0,7,1620,800,1978,0,47.532,-122.285,2014,5,7,36,0
535000,2,1.0,920,9000,1.0,6,920,0,1954,0,47.6831,-122.189,2015,3,16,61,0
499900,3,2.5,2100,5112,2.0,8,2100,0,1999,0,47.5338,-121.867,2015,3,5,16,0
339950,0,2.5,2290,8319,2.0,8,2290,0,1985,0,47.3473,-122.15100000000001,2014,11,17,29,0
575000,5,2.5,2990,7500,1.0,9,1800,1190,1972,0,47.7707,-122.369,2014,7,14,42,0
600000,3,2.75,3580,14217,2.0,10,2210,1370,1989,0,47.3244,-122.37899999999999,2015,4,29,26,0
450000,2,1.5,1530,1012,2.0,8,1200,330,2005,0,47.602,-122.306,2015,2,9,10,0
875000,4,2.5,3230,256132,2.0,9,3230,0,2006,0,47.6544,-121.99799999999999,2015,3,23,9,0
812500,4,2.75,2810,10300,1.0,9,1810,1000,1978,0,47.5626,-122.149,2014,8,8,36,0
599000,3,1.75,1650,1180,3.0,8,1650,0,2014,0,47.6636,-122.319,2014,8,11,0,0
780000,3,1.5,1620,7500,1.0,8,1620,0,1949,0,47.7014,-122.381,2014,10,10,65,0
675000,4,2.5,3000,5548,2.0,9,3000,0,2006,0,47.5399,-122.18799999999999,2014,5,13,8,0
425000,4,2.0,1520,7983,1.0,7,1520,0,1967,0,47.7357,-122.193,2014,5,6,47,0
1800000,5,5.0,4490,10279,2.0,10,3930,560,2013,0,47.5974,-122.20200000000001,2014,5,6,1,0
599000,4,4.75,3700,11000,1.0,7,1840,1860,1962,0,47.768,-122.251,2014,9,29,52,0
550000,6,4.5,4520,40164,2.0,9,3580,940,1953,2008,47.407,-122.21600000000001,2015,3,18,62,7
262500,3,2.0,1130,7200,1.0,6,1130,0,1944,0,47.4779,-122.34200000000001,2014,10,14,70,0
459950,4,1.75,2430,9747,1.0,8,1780,650,1974,0,47.7687,-122.27600000000001,2014,8,8,40,0
870000,4,2.5,3190,14565,2.0,11,3190,0,1990,0,47.713,-122.072,2014,8,19,24,0
1150000,3,2.5,2850,10474,1.0,8,1730,1120,1954,0,47.6218,-122.209,2014,6,9,60,0
373000,3,1.0,1770,5720,1.5,7,1140,630,1926,0,47.5546,-122.37700000000001,2014,6,16,88,0
770000,4,2.75,3820,26300,2.0,9,2850,970,2014,0,47.7618,-122.26100000000001,2014,11,13,0,0
355000,5,2.5,2540,5100,2.0,7,2540,0,2014,0,47.5123,-122.316,2014,12,1,0,0
910000,3,2.25,2180,9865,1.0,8,1660,520,1966,0,47.5358,-122.235,2014,8,25,48,0
312500,2,1.5,1070,1200,2.0,7,1070,0,1999,0,47.696999999999996,-122.34700000000001,2014,6,12,15,0
562500,5,2.75,2920,6327,2.0,8,2920,0,2007,0,47.4935,-122.145,2014,9,23,7,0
270000,3,1.5,1890,9450,1.0,7,1090,800,1957,0,47.4829,-122.34100000000001,2014,6,5,57,0
479950,3,2.0,1820,1358,3.0,9,1820,0,2014,0,47.5433,-122.376,2014,9,25,0,0
512500,4,2.25,2200,6900,2.0,8,2200,0,1975,0,47.7682,-122.26100000000001,2014,9,12,39,0
379000,5,2.75,3000,25175,1.0,7,1500,1500,1961,0,47.497,-122.088,2014,7,24,53,0
233000,3,2.0,1400,9177,1.0,7,1400,0,1974,0,47.3415,-122.272,2014,11,19,40,0
518000,4,2.75,2520,14021,2.0,9,2520,0,1999,0,47.7344,-121.95700000000001,2014,6,24,15,0
460458,4,2.5,3284,6516,2.0,8,3284,0,2014,0,47.3393,-122.181,2014,9,29,0,0
409000,3,2.5,1950,7263,2.0,7,1950,0,2007,0,47.5194,-121.869,2014,8,13,7,0
352500,3,1.0,1000,4171,1.0,7,1000,0,1985,0,47.6834,-122.09700000000001,2014,10,17,29,0
430000,2,2.0,1440,213008,2.0,7,1440,0,1990,0,47.3604,-122.45700000000001,2014,7,15,24,0
601000,4,2.5,2090,6906,2.0,8,2090,0,1992,0,47.5718,-121.99600000000001,2014,7,11,22,0
469950,5,2.5,2310,8303,1.0,7,1300,1010,1975,0,47.7212,-122.211,2014,10,10,39,0
699950,2,2.5,2390,7489,1.0,8,2390,0,2007,0,47.7243,-122.03200000000001,2014,11,26,7,0
935000,5,4.5,4230,9701,2.0,10,4230,0,1999,0,47.5444,-122.131,2014,10,27,15,0
272000,3,2.5,1790,6371,2.0,8,1790,0,1998,0,47.3291,-122.16799999999999,2014,7,23,16,0
315000,4,2.75,2300,18360,1.0,7,1560,740,1979,0,47.4518,-122.16,2014,9,23,35,0
428000,3,1.75,2120,9350,1.0,7,1280,840,1979,0,47.7562,-122.145,2014,10,2,35,0
556000,3,2.25,2020,3600,2.0,8,2020,0,1998,0,47.6678,-122.165,2014,5,21,16,0
495000,3,1.75,1440,11787,1.0,8,1440,0,1983,0,47.6276,-122.03299999999999,2014,6,26,31,0
550000,3,1.0,1630,6009,1.0,8,1630,0,1954,0,47.693000000000005,-122.383,2014,8,6,60,0
474500,5,2.5,2000,3600,1.0,6,1150,850,1987,0,47.5971,-122.295,2015,3,17,28,0
320000,4,1.75,1730,9520,1.0,7,1730,0,1971,0,47.4756,-122.15700000000001,2014,12,1,43,0
349950,5,2.0,1880,4179,1.0,7,940,940,1952,2000,47.5536,-122.28299999999999,2015,1,8,63,15
899000,4,2.25,2370,6000,1.0,8,1440,930,1959,0,47.7023,-122.38799999999999,2014,6,19,55,0
425000,3,2.75,3610,107386,1.5,8,3130,480,1918,1962,47.3351,-122.36200000000001,2015,3,13,97,53
184500,2,1.0,720,5880,1.0,6,720,0,1940,0,47.5056,-122.27,2015,1,29,75,0
132825,3,1.5,1210,5200,1.0,6,1210,0,1969,0,47.3615,-122.087,2015,2,18,46,0
740000,4,2.75,2560,6900,1.0,8,1480,1080,1959,0,47.68600000000001,-122.29700000000001,2014,11,17,55,0
296000,4,2.5,1780,3600,2.0,7,1780,0,2006,0,47.3665,-122.01700000000001,2014,9,2,8,0
315000,3,2.5,1570,2865,2.0,7,1570,0,2003,0,47.5412,-122.288,2014,10,2,11,0
300000,4,2.5,1914,3272,2.0,8,1914,0,2009,0,47.4297,-122.189,2014,10,14,5,0
370000,2,1.0,780,1133,2.0,7,780,0,2009,0,47.5924,-122.295,2014,11,10,5,0
299999,3,2.5,2380,9719,2.0,8,2380,0,2001,0,47.2932,-122.28299999999999,2015,4,10,14,0
229000,3,1.0,1370,56628,1.0,7,1370,0,1942,0,47.3058,-122.306,2014,8,11,72,0
